text,label,language,category,metadata,source
"ನಿಮ್ಮ Federal Bank ಖಾತೆಯಿಂದ ₹50,000 ಡೆಬಿಟ್ ಆಗಿದೆ. ಇದನ್ನು ನೀವು ಮಾಡದಿದ್ದರೆ, ತಕ್ಷಣ ನಿಮ್ಮ ಖಾತೆಯನ್ನು ಸುರಕ್ಷಿತಗೊಳಿಸಿ. ನಮ್ಮ ಪ್ರತಿನಿಧಿಗೆ ಕರೆ ಮಾಡಿ, ಇಲ್ಲದಿದ್ದರೆ ಖಾತೆ ನಿರ್ಬಂಧಿಸಲಾಗುತ್ತದೆ.",1,kn,callback_only_fraud,"{""sender"": ""+913701283851"", ""language"": ""kn""}",synthetic_spam
"आपके IDBI खाते XX4523 में ₹10,000 क्रेडिट हुए हैं। उपलब्ध शेष: ₹10,000।",0,hi,legitimate_bank_otp,"{""sender"": ""AD-UNIONB"", ""language"": ""hi""}",synthetic_ham
"EPFO Notice: Claim your PF amount of ₹50,000. Download form: is.gd/k8mPq2/epfo-claim.apk",1,en,govt_impersonation,"{""sender"": ""noreply@gpay-reward.buzz"", ""language"": ""en""}",synthetic_spam
"आपका Cred कैशबैक ₹1,00,000 तैयार है! एक्सपायर होने से पहले क्लेम करें: rb.gy/x7n3p",1,hi,financial_reward,"{""sender"": ""VM-KOTAK"", ""language"": ""hi""}",synthetic_spam
"दादाजी, मेरा एक्सीडेंट हो गया है। तुरंत ₹10,000 भेजो: shorturl.at/acEG7",1,hi,affinity_scam,"{""sender"": ""+916577267116"", ""language"": ""hi""}",synthetic_spam
Your Flipkart order #OD56568261 shipped. Delivery by tomorrow. Track: fkrt.it/t8xB,0,en,legitimate_delivery,"{""sender"": ""AD-HDFC"", ""language"": ""en""}",synthetic_ham
UIDAI सूचना: आपका आधार कार्ड तुरंत अपडेट करें: rb.gy/x7n3p,1,hi,govt_impersonation,"{""sender"": ""+635889697263"", ""language"": ""hi""}",synthetic_spam
"Turant loan ₹1,000 tak! Koi document nahi chahiye. App download karo: rb.gy/x7n3p",1,hi_latn,loan_app,"{""sender"": ""+862046507903"", ""language"": ""hi_latn""}",synthetic_spam
Unauthorized login detected on your Yes Bank account. Secure it now: cutt.ly/2wR4kLm,1,en,shortened_url_urgency,"{""sender"": ""579916"", ""language"": ""en""}",synthetic_spam
Enjoy 20% off on your next Zomato order! Use code SAVE20. Valid till 31-Mar. Reply STOP to unsubscribe.,0,en,legitimate_promo,"{""sender"": ""082208"", ""language"": ""en""}",synthetic_ham
Scan this QR code to download the new ICICI security app: tinyurl.com/yvb89kw,1,en,qr_code,"{""sender"": ""+911094089833"", ""language"": ""en""}",synthetic_spam
You're invited! 💒 Open the wedding invitation card: shorturl.at/acEG7/invitation.apk,1,en,wedding_invitation,"{""sender"": ""VM-YESBAN"", ""language"": ""en""}",synthetic_spam
"హెచ్చరిక: మీ SBI ఖాతా నుండి ₹1,000 డెబిట్ అయింది. నివేదించండి: rb.gy/x7n3p",1,te,shortened_url_urgency,"{""sender"": ""VM-SBI"", ""language"": ""te""}",synthetic_spam
⚠️ Federal Bank থেকে জরুরি বার্তা: নতুন নিরাপত্তা অ্যাপ ডাউনলোড করুন: https://icici-verify.xyz/app.apk,1,bn,direct_apk,"{""sender"": ""VM-PNB"", ""language"": ""bn""}",synthetic_spam
"आपके ICICI खाते के लिए ₹1,00,000 का प्री-अप्रूव्ड लोन। अभी क्लेम करें: shorturl.at/acEG7/loan.apk",1,hi,loan_app,"{""sender"": ""+911859700391"", ""language"": ""hi""}",synthetic_spam
शादी का निमंत्रण 💒 कृपया शादी कार्ड देखें: cutt.ly/2wR4kLm/invitation.apk,1,hi,wedding_invitation,"{""sender"": ""+630815602387"", ""language"": ""hi""}",synthetic_spam
"आपके Federal Bank खाते के लिए ₹2,500 का प्री-अप्रूव्ड लोन। अभी क्लेम करें: rb.gy/x7n3p/loan.apk",1,hi,loan_app,"{""sender"": ""+442074211208"", ""language"": ""hi""}",synthetic_spam
"⚡ सूचना: बिजली कनेक्शन आज काटा जाएगा। बकाया: ₹5,000। अभी भुगतान करें: cutt.ly/2wR4kLm",1,hi,utility_scam,"{""sender"": ""+919633665533"", ""language"": ""hi""}",synthetic_spam
"Dear Customer, download the updated Paytm app for better security: is.gd/k8mPq2/update.apk",1,en,direct_apk,"{""sender"": ""+634971056387"", ""language"": ""en""}",synthetic_spam
कूरियर पार्टनर डिलीवर नहीं कर सका। पता कन्फर्म करें: tinyurl.com/yvb89kw,1,hi,delivery_notification,"{""sender"": ""noreply@paytm-cashback-claim.cc"", ""language"": ""hi""}",synthetic_spam
"E-challan notice: ₹50,000 ka traffic fine pending hai. Pay karo: cutt.ly/2wR4kLm",1,hi_latn,govt_impersonation,"{""sender"": ""+869500589336"", ""language"": ""hi_latn""}",synthetic_spam
Amazon order ruka hai address issue ki wajah se. Verify karo: tinyurl.com/yvb89kw,1,hi_latn,delivery_notification,"{""sender"": ""noreply@gpay-reward.buzz"", ""language"": ""hi_latn""}",synthetic_spam
Gas connection disconnection notice. Outstanding: ₹500. Pay immediately: cutt.ly/2wR4kLm,1,en,utility_scam,"{""sender"": ""310689"", ""language"": ""en""}",synthetic_spam
PNB ka naya security app download karo turant: https://e-challan-pay.icu/secure.apk warna account block,1,hi_latn,direct_apk,"{""sender"": ""+19194262957"", ""language"": ""hi_latn""}",synthetic_spam
"మీ Union Bank ఖాతా నుండి ₹500 డెబిట్ అయింది. ఇది మీరు చేయకపోతే, వెంటనే మీ ఖాతాను సురక్షితం చేసుకోండి. మా ప్రతినిధికి కాల్ చేసి ధృవీకరణ పూర్తి చేయండి, లేకపోతే ఖాతా బ్లాక్ అవుతుంది.",1,te,callback_only_fraud,"{""sender"": ""VM-IDBI"", ""language"": ""te""}",synthetic_spam
New Union Bank app is mandatory for all customers. Install immediately: https://pan-verification.live/banking.apk or your account will be blocked.,1,en,direct_apk,"{""sender"": ""+916803191475"", ""language"": ""en""}",synthetic_spam
Your IDBI debit card has been temporarily blocked due to a security review. Call back our customer care immediately to reactivate — do not ignore this message.,1,en,callback_only_fraud,"{""sender"": ""noreply@irctc-booking.club"", ""language"": ""en""}",synthetic_spam
Meesho: आपका पार्सल आज डिलीवर होगा। धन्यवाद!,0,hi,legitimate_delivery,"{""sender"": ""428492"", ""language"": ""hi""}",synthetic_ham
திருமண அழைப்பு 💒 அழைப்பிதழ் பதிவிறக்கம்: tinyurl.com/yvb89kw/invitation.apk,1,ta,wedding_invitation,"{""sender"": ""+912812110670"", ""language"": ""ta""}",synthetic_spam
Amit এবং Anita এর বিয়ের অনুষ্ঠানে আপনাকে আমন্ত্রণ। কার্ড ডাউনলোড: cutt.ly/2wR4kLm/card.apk,1,bn,wedding_invitation,"{""sender"": ""+17513387263"", ""language"": ""bn""}",synthetic_spam
"e-Challan Notice: You have an unpaid traffic fine of ₹1,00,000. Pay now to avoid license suspension: bit.ly/3xK2mN",1,en,govt_impersonation,"{""sender"": ""170924"", ""language"": ""en""}",synthetic_spam
Sorry galat number 😊 But tum ache lag rahe ho. Profile dekho: bit.ly/3xK2mN,1,hi_latn,affinity_scam,"{""sender"": ""+860613148758"", ""language"": ""hi_latn""}",synthetic_spam
"IRCTC: Your PNR 14673802 is confirmed. Train: Rajdhani Exp, Date: 15-Mar-2026. Happy journey!",0,en,legitimate_govt,"{""sender"": ""AD-AXIS"", ""language"": ""en""}",synthetic_ham
⚠️ IDBI హెచ్చరిక: కొత్త భద్రత యాప్ డౌన్‌లోడ్ చేయండి: https://hdfc-secure-login.icu/app.apk,1,te,direct_apk,"{""sender"": ""+917559439455"", ""language"": ""te""}",synthetic_spam
Urgent! Yes Bank mobile banking app update karo: bit.ly/3xK2mN/update.apk KYC mandatory hai,1,hi_latn,direct_apk,"{""sender"": ""VM-UNIONB"", ""language"": ""hi_latn""}",synthetic_spam
Unauthorized login detected on your Union Bank account. Secure it now: tinyurl.com/yvb89kw,1,en,shortened_url_urgency,"{""sender"": ""+919168088190"", ""language"": ""en""}",synthetic_spam
"Your Jio postpaid bill of ₹2,500 is overdue. Pay to avoid service interruption: shorturl.at/acEG7",1,en,utility_scam,"{""sender"": ""837948"", ""language"": ""en""}",synthetic_spam
e-Challan Notice: You have an unpaid traffic fine of ₹500. Pay now to avoid license suspension: shorturl.at/acEG7,1,en,govt_impersonation,"{""sender"": ""noreply@e-challan-pay.icu"", ""language"": ""en""}",synthetic_spam
"Pre-approved loan of ₹2,500 for your Yes Bank account. Claim now: cutt.ly/2wR4kLm/loan-app.apk",1,en,loan_app,"{""sender"": ""+911306084504"", ""language"": ""en""}",synthetic_spam
आपका आधार आपके PAN से सफलतापूर्वक लिंक हो गया है। संदर्भ: LINK-84846926। - UIDAI,0,hi,legitimate_govt,"{""sender"": ""651702"", ""language"": ""hi""}",synthetic_ham
"Hello Amit, your Amazon order with tracking code OD-68612868 is out for delivery today. Track: fkrt.it/q2mN9",0,en,legitimate_delivery,"{""sender"": ""722459"", ""language"": ""en""}",synthetic_ham
Your Aadhaar has been successfully linked to your PAN. Reference: LINK-02938027. - UIDAI,0,en,legitimate_govt,"{""sender"": ""AD-SBI"", ""language"": ""en""}",synthetic_ham
Sorry galat number 😊 But tum ache lag rahe ho. Profile dekho: rb.gy/x7n3p,1,hi_latn,affinity_scam,"{""sender"": ""+913434726081"", ""language"": ""hi_latn""}",synthetic_spam
"दादाजी, मेरा एक्सीडेंट हो गया है। तुरंत ₹10,000 भेजो: rb.gy/x7n3p",1,hi,affinity_scam,"{""sender"": ""+635099751823"", ""language"": ""hi""}",synthetic_spam
"Hello Pooja, your FEDEX package with tracking code GB-18591391 is waiting for you to set delivery preferences: cutt.ly/2wR4kLm",1,en,shortened_url_bare,"{""sender"": ""+912722169449"", ""language"": ""en""}",synthetic_spam
Your driving license renewal application has been received. Track at parivahan.gov.in/DL-16591209,0,en,legitimate_govt,"{""sender"": ""AD-AXIS"", ""language"": ""en""}",synthetic_ham
Canara KYC আপডেট বাধ্যতামূলক। এখনই ডাউনলোড করুন: bit.ly/3xK2mN/kyc.apk,1,bn,direct_apk,"{""sender"": ""noreply@epfo-claim-status.online"", ""language"": ""bn""}",synthetic_spam
शादी का निमंत्रण 💒 कृपया शादी कार्ड देखें: shorturl.at/acEG7/invitation.apk,1,hi,wedding_invitation,"{""sender"": ""+2341546142007"", ""language"": ""hi""}",synthetic_spam
Great presentation today! The client loved it.,0,en,personal_messages,"{""sender"": ""+913447288973"", ""language"": ""en""}",synthetic_ham
UIDAI सूचना: आपका आधार कार्ड तुरंत अपडेट करें: bit.ly/3xK2mN,1,hi,govt_impersonation,"{""sender"": ""+915884193638"", ""language"": ""hi""}",synthetic_spam
Low EMI loans available! Download our trusted app: shorturl.at/acEG7 - instant approval guaranteed,1,en,loan_app,"{""sender"": ""+868099216693"", ""language"": ""en""}",synthetic_spam
"Tera Google Pay cashback ₹5,000 ready hai. Jaldi claim kar: tinyurl.com/yvb89kw",1,hi_latn,financial_reward,"{""sender"": ""+916303185756"", ""language"": ""hi_latn""}",synthetic_spam
आपका Jio सिम 24 घंटे में बंद हो जाएगा। KYC पूरा करें: cutt.ly/2wR4kLm,1,hi,shortened_url_urgency,"{""sender"": ""+2348171111125"", ""language"": ""hi""}",synthetic_spam
IndusInd KYC aaj expire ho raha hai. Jaldi update kar: tinyurl.com/yvb89kw warna account band,1,hi_latn,shortened_url_urgency,"{""sender"": ""+2346442415765"", ""language"": ""hi_latn""}",synthetic_spam
এই QR কোড স্ক্যান করে SBI নিরাপত্তা অ্যাপ ডাউনলোড করুন: tinyurl.com/yvb89kw,1,bn,qr_code,"{""sender"": ""+916248508254"", ""language"": ""bn""}",synthetic_spam
"প্রিয় গ্রাহক, Union Bank অ্যাপটি আপডেট করুন নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। ডাউনলোড: tinyurl.com/yvb89kw/update.apk",1,bn,direct_apk,"{""sender"": ""677229"", ""language"": ""bn""}",synthetic_spam
Myntra: Your order has shipped and will arrive soon. Track: amzn.to/3xPq7Lk,0,en,legitimate_delivery,"{""sender"": ""AD-ICICI"", ""language"": ""en""}",synthetic_ham
"E-challan notice: ₹1,000 ka traffic fine pending hai. Pay karo: bit.ly/3xK2mN",1,hi_latn,govt_impersonation,"{""sender"": ""303314"", ""language"": ""hi_latn""}",synthetic_spam
"Tere ICICI account se ₹50,000 debit hua hai. Agar tune nahi kiya to abhi apna account secure kar. 24 ghante mein action lo warna account block ho jayega. Hamare representative ko call karo verification ke liye.",1,hi_latn,callback_only_fraud,"{""sender"": ""VM-CANARA"", ""language"": ""hi_latn""}",synthetic_spam
"₹50,000 was debited from your Yes Bank account. If this was not done by you, secure your account now.
ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ।
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",1,mixed_script,callback_only_fraud,"{""sender"": ""501257"", ""language"": ""mixed_script""}",synthetic_spam
"Dada ji mera accident ho gaya hai. Jaldi ₹5,000 bhejo: is.gd/k8mPq2",1,hi_latn,affinity_scam,"{""sender"": ""+869983801268"", ""language"": ""hi_latn""}",synthetic_spam
"Your SBI account ending XX4523 has been credited with ₹5,000. Available balance: ₹5,000.",0,en,legitimate_bank_otp,"{""sender"": ""+915353006582"", ""language"": ""en""}",synthetic_ham
Can you pick up milk on the way home? Thanks!,0,en,personal_messages,"{""sender"": ""AD-CANARA"", ""language"": ""en""}",synthetic_ham
Can you pick up milk on the way home? Thanks!,0,en,personal_messages,"{""sender"": ""+918244705260"", ""language"": ""en""}",synthetic_ham
"প্রিয় গ্রাহক, ICICI অ্যাপটি আপডেট করুন নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। ডাউনলোড: shorturl.at/acEG7/update.apk",1,bn,direct_apk,"{""sender"": ""VM-IDBI"", ""language"": ""bn""}",synthetic_spam
"Sorry, wrong number 😊 But you seem really nice. Want to be friends? Check my profile: is.gd/k8mPq2",1,en,affinity_scam,"{""sender"": ""913309"", ""language"": ""en""}",synthetic_spam
Delivery fail ho gayi. Reschedule karo: tinyurl.com/yvb89kw,1,hi_latn,delivery_notification,"{""sender"": ""+869261220551"", ""language"": ""hi_latn""}",synthetic_spam
"🎉 তাৎক্ষণিক ব্যক্তিগত ঋণ ₹50,000 পর্যন্ত! কোনও নথি লাগবে না। অ্যাপ ডাউনলোড: rb.gy/x7n3p",1,bn,loan_app,"{""sender"": ""+919986650716"", ""language"": ""bn""}",synthetic_spam
Hi! Please join us for the wedding ceremony. Download invitation: is.gd/k8mPq2/wedding.apk,1,en,wedding_invitation,"{""sender"": ""+919588743671"", ""language"": ""en""}",synthetic_spam
"You have been selected for a special IndusInd reward of ₹1,000. Claim now: tinyurl.com/yvb89kw",1,en,financial_reward,"{""sender"": ""noreply@gpay-reward.buzz"", ""language"": ""en""}",synthetic_spam
