id,text,label,subtype,category,language,delivery_mode,brand_used,sender_id,source
96,"मी देर आहे, तर तुम्हाला उद्या रात्री कॉल करा, मी आणि तू मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी मी.",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
97,"You have received a cashback of Rs 500 from Paytm Cashback..
कृपया त्वरित कारवाई करा , अन्यथा तुमचे कनेक्शन तोडले जाईल.
खालील पीडीएफ फाईल उघडून तुमचे तपशील तपासा.
[फॉरवर्ड केलेले] Paytm_Cashback.apk  14 MB . APK",spam,apk_fraud,upi_cashback,mr,pdf_then_apk,Paytm Cashback,AD-ICICIB,synthetic_v2
98,"आदरणीय ग्राहक,
You have received a cashback of Rs 2000 from UPI Rewards.
कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
खालील लिंकवरून अॅप इंस्टॉल करा.
upi-cashback-claim.xyz
UPI_Cashback.apk",spam,apk_fraud,upi_cashback,mr,link_apk,UPI Rewards,VK-INDPST,synthetic_v2
99,"Hello Vikram, ur FEDEX package with tracking code GB-2674-A96 is waiting for you to set delivery preferences: tinyurl.com/y8mfraud",spam,link_fraud,fake_delivery_link,en,link_only,,AD-ICICIB,synthetic_v2
100,میں کہاں ہوں؟ میں کہاں ہوں؟ میں کہاں ہوں؟ میں کہاں ہوں؟,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
101,"Priya Grahak, Aapke RBL Bank account se Rs 25000 debit hua hai. Agar yeh aapne nahi kiya to account secure kare. jaldi se jaldi jawab de, nahi to legal action hoga. Attached file check kare aur use khol kar aage badhe.
[Forwarded] RBL_Protect.apk  14 MB . APK",spam,apk_fraud,bank_alert,hg,attached_file_no_link,RBL Bank,AX-PWRBIL,synthetic_v2
102,अरे क्या हो रहा है?,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
103,"Hello Vikram, your FEDEX package with tracking code GB-5975-E38 is waiting for you to set delivery preferences: cutt.ly/fakeapp",spam,link_fraud,fake_delivery_link,en,link_only,,+91 8800XXXX12,synthetic_v2
104,Your OTP for a transaction of INR 1000 is 3670. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,VK-RTOGOV,synthetic_v2
105,"आपके SBI खाते से रु 750 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें।
कृपया आज ही कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
sbi-secure-update.in
SBI_Secure.apk",spam,apk_fraud,bank_alert,hi,link_apk,SBI,VK-RTOGOV,synthetic_v2
106,"Dear Customer, Netflix: Your membership has expired. Please act today itself or legal action will be taken against you. Click the link below and install THE app to proceed. netflix-update-app.xyz Netflix_Update.apk",spam,apk_fraud,ott_subscription,en,link_apk,Netflix,AX-PWRBIL,synthetic_v2
107,"Netflix: Aapki membership expire ho gayi hai. Kripya 24 ghante ke andar action le, warna legal action hoga. Niche di gayi pdf file kholkar apni details check kare.
[Forwarded] Netflix_Update.apk  14 MB . APK",spam,apk_fraud,ott_subscription,hg,pdf_then_apk,Netflix,+91 7700XXXX45,synthetic_v2
108,ممکنہ طور پر چند گھنٹوں کے اوپر,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
109,"प्रिय ग्राहक ,
Income Tax Department: तुम्ही रु 5000 परतावा मिळण्यास पात्र आहात.
कृपया आजच कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल.
कृपया संलग्न फाईल तपासा आणि पुढे जाण्यासाठी ती उघडा.
[फॉरवर्ड केलेले] TaxRefund_IT.apk  14 MB . APK",spam,apk_fraud,govt_refund,mr,attached_file_no_link,Income Tax Department,+91 8800XXXX12,synthetic_v2
110,"You have received a cashback of Rs 25000 from UPI Rewards.
कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
खालील लिंकवरून अॅप इंस्टॉल करा.
upi-cashback-claim.xyz
UPI_Cashback.apk",spam,apk_fraud,upi_cashback,mr,link_apk,UPI Rewards,JD-ITAXRF,synthetic_v2
111,आप यकीन नहीं कर रहे हैं कि मैं धूम्रपान करने की कोशिश नहीं कर रहा हूँ क्योंकि मैं धूम्रपान करने के बाद कहा जा रहा हूँ मैं बहुत धूम्रपान करने के बाद नहीं करना चाहता?,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
112,"عزیز صارف،
Congratulations! You are eligible for a pre-approved offer of Rs 1000 from InstaCredit.
براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔
Click and open the pdf file below and check your details.
[Forwarded] InstaCredit.apk  14 MB . APK",spam,apk_fraud,loan_job,ur,pdf_then_apk,InstaCredit,VK-RTOGOV,synthetic_v2
113,Your OTP for a transaction of INR 25000 is 3660. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,VM-WHATSP,synthetic_v2
114,Congratulations! You have won a cash prize of Rs 1500. Claim now at tinyurl.com/y8mfraud before it expires.,spam,link_fraud,prize_link,en,link_only,,AD-ICICIB,synthetic_v2
115,"Congratulations! You are eligible for a pre-approved offer of Rs 1000 from QuickLoan Finance.
ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ।
ਕਿਰਪਾ ਕਰਕੇ ਨੱਥੀ ਫਾਈਲ ਦੇਖੋ ਅਤੇ ਅੱਗੇ ਵਧਣ ਲਈ ਇਸਨੂੰ ਖੋਲ੍ਹੋ।
[ਅੱਗੇ ਭੇਜਿਆ] Loan_Approval.apk  14 MB . APK",spam,apk_fraud,loan_job,pa,attached_file_no_link,QuickLoan Finance,AD-ICICIB,synthetic_v2
116,"Dear Vehicle Owner, Your WhatsApp acount will be suspended due to unusual login activity. Please act before midnight or you will lose this offer. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,security_verify,en,vishing_callback,WhatsApp,+91 8800XXXX12,synthetic_v2
117,"শ্রদ্ধেয় গ্রাহক,
আপনার BlueDart পার্সেল ট্র্যাকিং কোড GB-2667-E61 অসম্পূর্ণ ঠিকানার কারণে ডেলিভার করা যায়নি।
অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে।
নিচের পিডিএফ ফাইলটি খুলে আপনার বিবরণ পরীক্ষা করুন।
[ফরওয়ার্ড করা হয়েছে] BlueDart_Track.apk  14 MB . APK",spam,apk_fraud,courier,bn,pdf_then_apk,BlueDart,VM-SBIBNK,synthetic_v2
118,"Priya Grahak, Congratulations! QuickLoan Finance se Rs 2000 ka pre-approved offer mila hai. turant jawab de, nahi to aapka account block ho jayega. Niche diye link se app install kare.
quickloan-approve.xyz
Loan_Approval.apk",spam,apk_fraud,loan_job,hg,link_apk,QuickLoan Finance,VK-UPIRWD,synthetic_v2
119,लेकिन फिर भी मुझे लगता है कि मैं पागली ग्राहक आवाज को समझने के लिए कुछ भी अनुभव की जरूरत नहीं है...,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
120,"Dear Customer, ASAMANYA login activity ki wajah se aapka WhatsApp account suspend ho sakta hai. turant jawab de, nahi to connection cut ho jayega. Niche diye link se app install kare. whatsapp-verifiy-acc.xyz WhatsApp_Verify.apk",spam,apk_fraud,security_verify,hg,link_apk,WhatsApp,+91 8800XXXX12,synthetic_v2
121,Badhai ho! Aapne Rs 750 ka prize jeeta hai.. Abhi claim kare bedy13.com/update par warna offer khatam ho jayega.,spam,link_fraud,prize_link,hg,link_only,,VK-INDPST,synthetic_v2
122,"Axis Bank Free Msg: Your bill is paid. Thanks, here's a little gift for you: E5NBU.XYZ/CLAIM",spam,link_fraud,fake_billing_link,en,link_only,,+91 8800XXXX12,synthetic_v2
123,"आदरणीय ग्राहक,
तुमचे PNB केवायसी संपले आहे आणि पुन्हा पडताळणी आवश्यक आहे.
कृपया आजच कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
खालील लिंकवरून अॅप इंस्टॉल करा.
pnb-ekyc-verify.xyz
PNB_eKYC.apk",spam,apk_fraud,bank_kyc,mr,link_apk,PNB,AX-PWRBIL,synthetic_v2
124,"Hello Rajesh, your FEDEX package with tracking code GB-9938-A95 is WAITING for you to set delivery preferences: bit.ly/3xK9pL",spam,link_fraud,fake_delivery_link,en,link_only,,AX-PWRBIL,synthetic_v2
125,"Dear Vehicle Owner, INR 25000 was debited from your RBL Bank account. If this was not done by you, secure your account now. Kindly respond within 3 days or legal action will be taken, otherwise you will lose this offer. There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process.
[Forwarded] RBL_Protect.apk",spam,apk_fraud,bank_alert,en,no_explicit_app_word,RBL Bank,VK-RTOGOV,synthetic_v2
126,"আপনার গাড়ির বিরুদ্ধে একটি ট্রাফিক নিয়ম লঙ্ঘন রেকর্ড করা হয়েছে। জরিমানা: 25000 টাকা। চালান নম্বর: CH45986064।
অনুগ্রহ করে আজই ব্যবস্থা নিন , নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে।
নিচের পিডিএফ ফাইলটি খুলে আপনার বিবরণ পরীক্ষা করুন।
[ফরওয়ার্ড করা হয়েছে] RTOCHALAN.apk  14 MB . APK",spam,apk_fraud,rto_challan,bn,pdf_then_apk,RTO Traffic Police,VM-WHATSP,synthetic_v2
127,"ਤੁਹਾਡੀ HDFC Bank KYC ਦੀ ਮਿਆਦ ਖਤਮ ਹੋ ਗਈ ਹੈ ਅਤੇ ਮੁੜ ਪੁਸ਼ਟੀ ਕਰਨ ਦੀ ਲੋੜ ਹੈ। ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। Click and open the pdf file below and check your details. [Forwarded] HDFC_KYCUpdate.apk 14 MB . APK",spam,apk_fraud,bank_kyc,pa,pdf_then_apk,HDFC Bank,AD-NETFLX,synthetic_v2
128,Your OTP for a transaction of INR 25000 is 9303. Do NOT share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,AD-NETFLX,synthetic_v2
129,"प्रिय ग्राहक,
Your electricity bill of Rs 500 with Power Distribution Co is pending.
कृपया आजच कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल.
खालील लिंकवरून अॅप इंस्टॉल करा.
powerpay-bill.in
PowerPay_App.apk",spam,apk_fraud,electricity,mr,link_apk,Power Distribution Co,VK-LOANAP,synthetic_v2
130,U Heart Be Ur Compass U Mind Ur Map U Soul Ur Guide And U Will Never Lose in the World....gnun - WAY2SMS.COM ਦੁਆਰਾ ਪੋਸਟ ਕੀਤਾ,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
131,मैं अपने गधे से प्यार करता हूँ!,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
132,Congratulations! You have won a cash prize OF Rs 200. Claim now at bit.ly/3xK9pL before it expires.,spam,link_fraud,prize_link,en,link_only,,VM-SBIBNK,synthetic_v2
133,"आदरणीय ग्राहक,
आपका India Post पार्सल ट्रैकिंग कोड GB-4027-G18 अधूरे पते के कारण वितरित नहीं किया जा सका।
कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
indiapost-track.info
IndiaPost_Track.apk",spam,apk_fraud,courier,hi,link_apk,India Post,AD-NETFLX,synthetic_v2
134,मैं तुम्हें यह अंदर लात जब पता करने देंगे,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
135,معاف کیجئے، آج میں کھیلنے کے لئے نہیں آتا، میں ڈرائیونگ کلاس ہے ...,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
